id,issue,author_affiliations,volume,title,year,type,category_for,times_cited,pages,journal.id,journal.title,journal,patents
pub.1045821821,4,"[[{'first_name': 'Jens', 'last_name': 'Gedicke', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.016452531343.14', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}, {'name': 'Tel.: 0241‐8906‐145, Fax: 0241‐8906‐121'}]}, {'first_name': 'Boris', 'last_name': 'Regaard', 'corresponding': '', 'orcid': '', 'current_organization_id': '', 'researcher_id': 'ur.010545040543.53', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}, {'name': 'Tel.: 0241‐8906‐145, Fax: 0241‐8906‐121'}]}, {'first_name': 'Arnold', 'last_name': 'Gillner', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.016702203653.86', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}, {'name': 'Tel.: 0241‐8906‐145, Fax: 0241‐8906‐121'}]}, {'first_name': 'Stefan', 'last_name': 'Kaierle', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.425376.1', 'researcher_id': 'ur.010270015721.50', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}, {'name': 'Tel.: 0241‐8906‐145, Fax: 0241‐8906‐121'}]}]]",3,Kontrolle beim Mikroschweißen – Automatisierte Prozessüberwachung durch koaxiale Prozesskontrolle mit Fremdbeleuchtung,2006,article,,2,33-37,jour.1138822,Laser Technik Journal,,0
pub.1015038605,3,"[[{'first_name': 'Arnold', 'last_name': 'Gillner', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.016702203653.86', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}, {'name': 'Tel.: + 49 (0)241 8906 148, Fax: +49 (0)241 8906 121'}]}, {'first_name': 'Kilian', 'last_name': 'Klages', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.013033155103.44', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}, {'name': 'Tel.: + 49 (0)241 8906 148, Fax: +49 (0)241 8906 121'}]}, {'first_name': 'Fahri', 'last_name': 'Sari', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.013612613223.01', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}, {'name': 'Tel.: + 49 (0)241 8906 148, Fax: +49 (0)241 8906 121'}]}]]",3,Mikrofügen mit Laserstrahlung – Innovative Verfahren zur Fertigung mikrotechnischer Bauteile,2006,article,,3,39-43,jour.1138822,Laser Technik Journal,,0
pub.1046083638,7,"[[{'first_name': 'Edmund', 'last_name': 'Haberstroh', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.01015672101.86', 'affiliations': [{'id': 'grid.1957.a', 'name': 'RWTH Aachen University', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Wolf-Martin', 'last_name': 'Hoffmann', 'corresponding': True, 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.010624711223.11', 'affiliations': [{'id': 'grid.1957.a', 'name': 'RWTH Aachen University', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Reinhart', 'last_name': 'Poprawe', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.01100553767.26', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Fahri', 'last_name': 'Sari', 'corresponding': True, 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.013612613223.01', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}]]",12,3 Laser transmission joining in microtechnology,2006,article,"[{'id': '3001', 'name': '1005 Communications Technologies'}, {'id': '2210', 'name': '10 Technology'}, {'id': '3021', 'name': '1007 Nanotechnology'}]",25,632-639,jour.1294787,Microsystem Technologies,,0
pub.1033765774,2,"[[{'first_name': 'Herbert', 'last_name': 'Balzer', 'corresponding': True, 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.0575760777.17', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Manuela', 'last_name': 'Hoehne', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.01074551177.20', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Reinhard', 'last_name': 'Noll', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.07373514033.45', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Volker', 'last_name': 'Sturm', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.0712207377.06', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}]]",385,New approach to online monitoring of the Al depth profile of the hot-dip galvanised sheet steel using LIBS,2006,article,"[{'id': '2203', 'name': '03 Chemical Sciences'}, {'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]",30,225-233,jour.1358693,Analytical and Bioanalytical Chemistry,,2
pub.1007029307,2,"[[{'first_name': 'Reinhard', 'last_name': 'Noll', 'corresponding': True, 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.07373514033.45', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}]]",385,Terms and notations for laser-induced breakdown spectroscopy,2006,article,"[{'id': '2209', 'name': '09 Engineering'}, {'id': '2203', 'name': '03 Chemical Sciences'}, {'id': '2206', 'name': '06 Biological Sciences'}]",27,214-218,jour.1358693,Analytical and Bioanalytical Chemistry,,0
pub.1050672848,2,"[[{'first_name': 'Herbert', 'last_name': 'Balzer', 'corresponding': True, 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.0575760777.17', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Stefan', 'last_name': 'Hölters', 'corresponding': '', 'orcid': '', 'current_organization_id': '', 'researcher_id': '', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Volker', 'last_name': 'Sturm', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.0712207377.06', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Reinhard', 'last_name': 'Noll', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.07373514033.45', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}]]",385,Systematic line selection for online coating thickness measurements of galvanised sheet steel using LIBS,2006,article,"[{'id': '2921', 'name': '0912 Materials Engineering'}, {'id': '2209', 'name': '09 Engineering'}]",33,234-239,jour.1358693,Analytical and Bioanalytical Chemistry,,0
pub.1008785953,2,"[[{'first_name': 'Reinhard', 'last_name': 'Noll', 'corresponding': True, 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.07373514033.45', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Ulrich', 'last_name': 'Panne', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.7468.d', 'researcher_id': 'ur.0706302465.35', 'affiliations': [{'id': 'grid.71566.33', 'name': 'Federal Institute For Materials Research and Testing', 'city': 'Berlin', 'city_id': 2950159, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}]]",385,Laser-induced breakdown spectroscopy - EMSLIBS 2005,2006,article,"[{'id': '2209', 'name': '09 Engineering'}, {'id': '2203', 'name': '03 Chemical Sciences'}, {'id': '2206', 'name': '06 Biological Sciences'}]",2,212-213,jour.1358693,Analytical and Bioanalytical Chemistry,,0
pub.1001490877,2,"[[{'first_name': 'Andrea', 'last_name': 'Löbe', 'corresponding': True, 'orcid': '', 'current_organization_id': '', 'researcher_id': '', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Jens', 'last_name': 'Vrenegor', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.015203651673.58', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Rüdiger', 'last_name': 'Fleige', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.01122322417.55', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Volker', 'last_name': 'Sturm', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.0712207377.06', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Reinhard', 'last_name': 'Noll', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.07373514033.45', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}]]",385,Laser-induced ablation of a steel sample in different ambient gases by use of collinear multiple laser pulses,2006,article,"[{'id': '2203', 'name': '03 Chemical Sciences'}, {'id': '2471', 'name': '0306 Physical Chemistry (incl. Structural)'}]",28,326-332,jour.1358693,Analytical and Bioanalytical Chemistry,,0
pub.1020862535,1,"[[{'first_name': 'Justus', 'last_name': 'Ilgner', 'corresponding': True, 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.01324130610.73', 'affiliations': [{'id': 'grid.1957.a', 'name': 'RWTH Aachen University', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Martin', 'last_name': 'Wehner', 'corresponding': '', 'orcid': ""['0000-0003-0797-3369']"", 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.012741102613.69', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Andreas', 'last_name': 'Donner', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.0741220551.13', 'affiliations': [{'id': 'grid.1957.a', 'name': 'RWTH Aachen University', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Philip', 'last_name': 'Düwel', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.0702735374.87', 'affiliations': [{'id': 'grid.1957.a', 'name': 'RWTH Aachen University', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Reinhart', 'last_name': 'Poprawe', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.01100553767.26', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Martin', 'last_name': 'Westhofen', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.01350325657.76', 'affiliations': [{'id': 'grid.1957.a', 'name': 'RWTH Aachen University', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}]]",21,200μm glass fibres for minimally invasive laser procedures in paranasal sinus surgery,2006,article,"[{'id': '2209', 'name': '09 Engineering'}, {'id': '2899', 'name': '0910 Manufacturing Engineering'}]",0,45-51,jour.1294885,Photonics and Lasers in Medicine,,0
pub.1010750648,7,"[[{'first_name': 'Dirk A.', 'last_name': 'Hollander', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.412301.5', 'researcher_id': 'ur.01271452134.37', 'affiliations': [{'id': 'grid.412301.5', 'name': 'Universitätsklinikum Aachen', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Matthias', 'last_name': 'von Walter', 'corresponding': True, 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.01034025112.57', 'affiliations': [{'id': 'grid.412301.5', 'name': 'Universitätsklinikum Aachen', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Tobias', 'last_name': 'Wirtz', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.01217042224.12', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Richard', 'last_name': 'Sellei', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.419837.0', 'researcher_id': 'ur.0600367516.12', 'affiliations': [{'id': 'grid.412301.5', 'name': 'Universitätsklinikum Aachen', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Bernhard', 'last_name': 'Schmidt-Rohlfing', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.459933.1', 'researcher_id': 'ur.0611741560.45', 'affiliations': [{'id': 'grid.412301.5', 'name': 'Universitätsklinikum Aachen', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Othmar', 'last_name': 'Paar', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.412301.5', 'researcher_id': 'ur.01271357237.22', 'affiliations': [{'id': 'grid.412301.5', 'name': 'Universitätsklinikum Aachen', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Hans-Josef', 'last_name': 'Erli', 'corresponding': '', 'orcid': '', 'current_organization_id': '', 'researcher_id': 'ur.01224365147.72', 'affiliations': [{'id': 'grid.412301.5', 'name': 'Universitätsklinikum Aachen', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}]]",27,"Structural, mechanical and in vitro characterization of individually structured Ti–6Al–4V produced by direct laser forming",2006,article,"[{'id': '2921', 'name': '0912 Materials Engineering'}, {'id': '2209', 'name': '09 Engineering'}, {'id': '2837', 'name': '0903 Biomedical Engineering'}]",256,955-963,jour.1097145,Biomaterials,,2
pub.1047556561,,"[[{'first_name': 'K.', 'last_name': 'Nicklaus', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.012033164037.28', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'M.', 'last_name': 'Hoefer', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.010024413516.02', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'D.', 'last_name': 'Hoffmann', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.43169.39', 'researcher_id': 'ur.014154604212.08', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'J.', 'last_name': 'Luttmann', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.014203570442.83', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'R.', 'last_name': 'Wester', 'corresponding': '', 'orcid': ""['0000-0002-7104-3257']"", 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.0651740313.41', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'R.', 'last_name': 'Poprawe', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.01100553767.26', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}]]",6100,"MOPA with kW average power and multi MW peak power: experimental results, theoretical modeling, and scaling limits",2006,proceeding,,5,610016-610016-11,jour.1312104,Proceedings of SPIE,,0
pub.1015945371,,"[[{'first_name': 'Martin', 'last_name': 'Traub', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.013351223127.32', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Hans-Dieter', 'last_name': 'Hoffmann', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.01057157176.00', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Heinz-Dieter', 'last_name': 'Plum', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.01216664530.66', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Kristin', 'last_name': 'Wieching', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.010431434327.28', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Peter', 'last_name': 'Loosen', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.01052713271.12', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Reinhart', 'last_name': 'Poprawe', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.01100553767.26', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}]]",6104,Homogenization of high power diode laser beams for pumping and direct applications,2006,proceeding,,17,61040q-61040q-10,jour.1312104,Proceedings of SPIE,,1
pub.1021255135,,"[[{'first_name': 'Christian', 'last_name': 'Scholz', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.436558.9', 'researcher_id': 'ur.015400357447.54', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Konstantin', 'last_name': 'Boucke', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.015415312235.36', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Reinhart', 'last_name': 'Poprawe', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.01100553767.26', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'Marc T.', 'last_name': 'Keleman', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.424642.2', 'researcher_id': 'ur.016236056462.17', 'affiliations': [{'name': 'Fraunhofer Institute for Applied Solid State Physics (Germany)'}]}, {'first_name': 'Jürgen', 'last_name': 'Weber', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.424642.2', 'researcher_id': 'ur.012673503767.18', 'affiliations': [{'name': 'Fraunhofer Institute for Applied Solid State Physics (Germany)'}]}, {'first_name': 'Michael', 'last_name': 'Mikulla', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.424642.2', 'researcher_id': 'ur.011660340015.12', 'affiliations': [{'name': 'Fraunhofer Institute for Applied Solid State Physics (Germany)'}]}, {'first_name': 'Günter', 'last_name': 'Weimann', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.6936.a', 'researcher_id': 'ur.013253301015.07', 'affiliations': [{'name': 'Fraunhofer Institute for Applied Solid State Physics (Germany)'}]}]]",6104,Comparison between 50 W tapered laser arrays and tapered single emitters,2006,proceeding,,3,61040g-61040g-8,jour.1312104,Proceedings of SPIE,,0
pub.1013119173,,"[[{'first_name': 'M.', 'last_name': 'Roehner', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.012245627116.43', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'K.', 'last_name': 'Boucke', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.461628.f', 'researcher_id': 'ur.015415312235.36', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}, {'first_name': 'R.', 'last_name': 'Poprawe', 'corresponding': '', 'orcid': '', 'current_organization_id': 'grid.1957.a', 'researcher_id': 'ur.01100553767.26', 'affiliations': [{'id': 'grid.461628.f', 'name': 'Fraunhofer Institute for Laser Technology', 'city': 'Aachen', 'city_id': 3247449, 'country': 'Germany', 'country_code': 'DE', 'state': None, 'state_code': None}]}]]",6101,Characterization device for measuring beam parameter product and beam quality of collimated and uncollimated diode lasers,2006,proceeding,,1,61011b-61011b-10,jour.1312104,Proceedings of SPIE,,0
