researcher_id,pubs,full_name,citations_mean,altmetric_mean,last_pub_year,url
ur.0723426172.10,62,Kari Stefansson,107.51612903225806,229.1290322580645,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0723426172.10
ur.01277776417.51,45,Unnur Thorsteinsdottir,81.0,159.55555555555554,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01277776417.51
ur.01247426430.47,33,Gudmar Thorleifsson,80.81818181818181,170.42424242424244,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01247426430.47
ur.01313145634.66,32,Andres Metspalu,170.5625,362.875,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01313145634.66
ur.01317433110.75,32,Caroline Hayward,136.84375,298.46875,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01317433110.75
ur.0641525362.39,31,Gonçalo R Abecasis,126.54838709677419,144.29032258064515,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0641525362.39
ur.01264737414.70,30,Tõnu Esko,153.13333333333333,346.0,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01264737414.70
ur.014377465057.81,28,Benjamin M. Neale,247.25,178.39285714285714,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014377465057.81
ur.0637651205.48,28,Daniel F Gudbjartsson,73.25,151.96428571428572,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0637651205.48
ur.01220453202.22,27,Eleftheria Zeggini,74.22222222222223,207.96296296296296,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01220453202.22
ur.0616003437.07,27,Claudia Langenberg,96.14814814814815,263.037037037037,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0616003437.07
ur.01273302464.25,26,M. Arfan Ikram,90.07692307692308,325.5,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01273302464.25
ur.01344404521.43,26,Lude Franke,161.57692307692307,209.73076923076923,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01344404521.43
ur.0760704165.88,26,Daniel I. Chasman,122.07692307692308,261.84615384615387,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0760704165.88
ur.012264440652.05,25,Jerome I. Rotter,96.04,169.4,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012264440652.05
ur.013723776517.34,25,Nicholas J. Wareham,100.12,305.48,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013723776517.34
ur.01104262534.26,25,Eric Boerwinkle,98.68,173.4,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01104262534.26
ur.015704744537.99,25,Douglas F. Easton,83.0,242.96,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015704744537.99
ur.0654341265.88,25,Terho Lehtimäki,118.8,241.44,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0654341265.88
ur.012745117217.03,25,Vilmundur Gudnason,102.72,217.96,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012745117217.03
ur.01145654113.82,25,Erik Ingelsson,106.48,152.56,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01145654113.82
ur.01342616137.05,23,Alkes L. Price,261.0869565217391,85.21739130434783,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01342616137.05
ur.016704245502.43,23,Mark I. McCarthy,103.3913043478261,162.7391304347826,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016704245502.43
ur.012266613364.42,23,Ruth J. F. Loos,93.04347826086956,147.1304347826087,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012266613364.42
ur.0767751267.74,23,Sekar Kathiresan,104.30434782608695,209.1304347826087,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0767751267.74
ur.01174076626.46,22,André G. Uitterlinden,116.54545454545455,313.90909090909093,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01174076626.46
ur.01047662664.02,22,Anubha Mahajan,79.68181818181819,175.4090909090909,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01047662664.02
ur.0720114066.32,22,Reedik Mägi,134.95454545454547,286.22727272727275,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0720114066.32
